1101004046,1101004006
1101004226,1101004015
1101004062,1101004055
1101001256,1101001095
1101001265,1101001056
1101002081,1101002126
1101003208,1101003085
1101003099,1101003009
1101003080,1101003135
1101003146,1101003150
1101003188,1101003007
1101003195,1101003039
1101005038,1101005028
1101005098,1101005072
1103002106,1103002046
1103003042,1103003006
1105001048,1105001001
1105001069,1105001049
1105010019,1105010010
1105002091,1105002045
1102002424,1102002124
1102002136,1102002007
1102003080,1102003001
1102005064,1102005045
1102105012,1102105003
1101001213,1101001232
1101005091,1101005001
1101006075,1101006005
1101006062,1101006021
1101007062,1101007047
1101100011,1101100004
1103001179,1103001026
1103002087,1103002033
1103012010,1103012011
1103007028,1103007010
1104004035,1104004024
1104004041,1104004028
1102001130,1102001090
1104003037,1104003035
1101001242,1101001092
1101003167,1101003004
1101008146,1101008087
1101004209,1101004067
1101004138,1101004030
1101008026,1101008129

1101004046,1101004006
1010040461,1010040061
1010040462,1010040062
1010040463,1010040063
1101004226,1101004015
1010042214,1010040151
1010042215,1010040152
1010042216,1010040153
1101004062,1101004055
1010040621,1010040551
1010040622,1010040552
1010040623,1010040553
1101001256,1101001095
1010012561,1010010951
1101001265,1101001056
1010012651,1010010561
1101002081,1101002126
1101003208,1101003085
1010032081,1010030851
1101003099,1101003009
1010030991,1010030091
1101003080,1101003135
1010030801,1010031351
1101003146,1101003150
1010031461,1010031501
1101003188,1101003007
1101003195,1101003039
1010031897,1010030391
1101005038,1101005028
1010050381,1010050281
1101005098,1101005072
1010050981,1010050721
1103002106,1103002046
1103003042,1103003006
1030030421,1030030061
1105001048,1105001001
1050010481,1050010011
1050010482,1050010012
1105001069,1105001049
1050010691,1050010491
1050010692,1050010492
1105010019,1105010010
1105002091,1105002045
1050020911,1050020451
1102002424,1102002124
1020024241,1020021241
1102002136,1102002007
1102003080,1102003001
1020030801,1020030011
1020030802,1020030012
1020030803,1020030013
1102005064,1102005045
1102105012,1102105003
1101001213,1101001232
1010012131,1010012321
1101005091,1101005001
1010050911,1010050011
1101006075,1101006005
1010060718,1010060051
1101006062,1101006021
1010060567,1010060211
1101007062,1101007047
1010070567,1010070471
1101100011,1101100004
1103001179,1103001026
1103002087,1103002033
1030020871,1030020331
1103012010,1103012011
1103007028,1103007010
1030070281,1030070101
1104004035,1104004024
1104004041,1104004028
1102001130,1102001090
1104003037,1104003035
1101001242,1101001092
1010012418,1010010921
1101003167,1101003004
1010031671,1010030041
1101008146,1101008087
1010081428,1010080871
1101004209,1101004067
1010042091,1010040671
1010042092,1010040672
1010042093,1010040673
1101004138,1101004030
1010041381,1010040301
1010041382,1010040302
1010041383,1010040303
1101008026,1101008129
1010080261,1010081291

1501001608,1501001006  
1501002608,1501002006  
1501003608,1501003006  
1501001581,1501001095  
1501002581,1501002095  
1501003581,1501003095  
1501001053,1501001074  
1501002053,1501002074  
1501003053,1501003074  
1501001047,1501001401  
1501002047,1501002401  
1501003047,1501003401  
1501001043,1501001397  
1501002043,1501002397  
1501003043,1501003397  
1501001051,1501001242  
1501002051,1501002242  
1501003051,1501003242  
1501001023,1501001008  
1501002023,1501002008  
1501003023,1501003008  
1501001174,501001  
1501002174,501002  
1501003174,501003
1400280,403002  
1400569,403017  
1400101,403174  
1404049,403249  
1400324,403161  
1404153,403163  
1400687,403033  
1405623,403177  
1405092,403178  
1405121,403183  
1405160,403190  
1405207,403191  
1405090,403035  
1405091,403193  
1405132,403194  
1405145,403195  
1400288,403211  
1405334,403005  
1405340,403006  
1405341,403247  
1405481,403196  
1405593,403039  
1406398,403040  
1405384,403041  
1405640,403042  
1400782,403043  
1405820,403044  
1407453,1400003  
1405192,1400408  
1407211,1400648  
1400119,403007  
1400117,1400779  
1407469,1400742  
1400051,1404008  
1405102,1404030  
1405103,1404054  
1407385,1404094  
1406807,1404166  
1405318,1404176  
1405395,1404180  
1405411,1404195  
1405882,1404245  
1405934,1405678
1502001023,1502001005  
1502002023,1502002005  
1502003023,1502003005  
1502001069,1502001003  
1502002069,1502002003  
1502003069,1502003003  
1502001342,1502001082  
1502002342,1502002082  
1502003342,1502003082  
1502001014,1502001006  
1502002014,1502002006  
1502003014,1502003006
1402134,401026
1410299,401027
1402218,401033
1402142,401034
1403117,401008
1402635,401009
1403028,1400148  
1400168,402020  
1403010,402021  
1402329,402004  
1410072,402047  
1403660,402046  
1404198,1403667
40601010,40601005
40602010,40602005
40603010,40603005
40604010,40604005
40605010,40605005
40606010,40606005
40601011,40601001  
40602011,40602001  
40603011,40603001  
40604011,40604001  
40605011,40605001  
40606011,40606001  
40601012,40601002  
40602012,40602002  
40603012,40603002  
40604012,40604002  
40605012,40605002  
40606012,40606002  
40601014,40601003  
40602014,40602003  
40603014,40603003  
40604014,40604003  
40605014,40605003  
40606014,40606003  
40601015,40601004  
40602015,40602004  
40603015,40603004
40604015,40604004  
40605015,40605004  
40606015,40606004
1400563,401985
1400563,401999
1400650,404061  
1404002,404108  
1404050,404008  
1404191,404009  
1404152,404031
1404423,405005
1404051,405006
1400122,404030
1405628,1400781
1402578,1402026
1403238,1400419
